id_cachet,id_acteur,id_role,id_mois,montant
s1393,208,2,5,1150
s5893,209,1,11,1086
s3183,209,3,3,1298
s6420,209,5,1,995
s2978,209,2,11,1027
s7375,209,4,2,994
s4308,209,3,5,1208
s1927,209,3,4,1218
s441,209,3,7,1165
s612,209,3,1,1348
s5984,209,2,12,844
s2756,209,3,6,1225
s1479,209,5,9,800
s6424,209,4,5,881
s7246,209,3,5,1289
s4869,209,2,3,988
s1643,209,2,6,1194
s3375,209,1,7,1090
s220,209,1,4,1021
s5354,210,5,11,1007
s7534,210,2,2,1106
s6824,210,5,9,737
s7016,210,2,4,912
s2791,210,1,10,1065
s1908,210,4,12,700
s4242,210,3,1,1326
s1287,210,4,5,1112
s4987,210,5,3,771
s4437,210,5,3,1075
s2722,210,3,9,1294
s7023,210,1,12,1024
s6087,210,4,6,806
s2371,210,5,4,760
s5428,210,5,11,1073
s2051,210,4,11,930
s4236,210,1,4,1043
s976,210,1,6,1016
s5520,211,1,1,1022
s2972,211,4,11,923
s2318,211,2,2,991
s4040,211,4,7,1124
s5912,211,5,3,1098
s7715,211,4,7,1106
s6004,211,4,6,1120
s2721,211,4,12,1092
s2195,211,5,9,811
s3990,211,3,10,1118
s7570,211,2,8,833
s2233,211,2,4,1061
s618,212,3,9,1257
s3168,212,2,11,1037
s4095,212,5,10,1290
s238,212,3,3,1139
s4205,212,1,10,1088
s3748,212,5,12,1107
s2306,212,1,1,1011
s5230,212,4,4,911
s6569,212,1,1,1079
s6173,212,4,5,787
s5545,212,4,8,1084
s6449,212,5,4,830
s2558,212,4,2,1271
s6927,212,4,8,857
s2281,212,5,4,745
s1246,212,1,12,1063
s4917,212,2,8,997
s2716,213,5,9,964
s1925,213,4,1,1289
s1339,213,5,1,887
s1400,213,4,2,1192
s3193,213,4,6,873
s626,213,4,3,957
s4397,213,3,10,1297
s2159,213,1,9,1035
s216,213,3,7,1206
s2966,213,3,2,1311
s1954,213,2,7,1183
s7385,213,5,5,1216
s3753,213,3,9,1243
s7653,213,4,12,750
s1483,213,4,5,1122
s2458,213,1,2,1083
s7484,213,1,10,1060
s3339,214,1,12,1080
s5882,214,3,10,1228
s6523,214,1,2,1064
s4019,214,3,6,1373
s2392,214,5,3,1277
s3211,214,3,7,1387
s2514,214,4,12,1166
s1601,214,4,7,929
s2316,214,2,11,848
s3215,214,5,6,1197
s1370,214,3,4,1157
s6348,214,4,10,775
s1391,214,1,5,1064
s3106,214,1,2,1038
s2675,214,2,4,924
s1368,214,3,2,1236
s415,215,1,2,1037
s7673,215,3,2,1216
s5696,215,2,5,846
s7587,215,4,4,748
s2218,215,5,8,802
s6051,215,3,7,1357
s3717,215,1,4,1053
s6749,215,2,1,1093
s785,215,3,3,1161
s7476,215,1,1,1053
s6854,215,3,11,1171
s2979,215,2,3,828
s1278,215,4,4,1241
s4564,216,5,9,1257
s580,216,3,2,1248
s5579,216,3,1,1207
s4399,216,2,10,950
s3313,216,5,8,839
s6266,216,5,11,780
s1539,216,1,4,1083
s7483,216,4,6,795
s3803,216,4,10,1199
s4076,216,5,10,1078
s6330,216,3,11,1285
s5734,216,3,12,1327
s1755,216,2,7,884
s2473,216,5,11,892
s2134,216,1,11,1067
s2278,217,2,7,1119
s7730,217,3,6,1271
s7131,217,4,11,760
s3256,217,2,8,1016
s6329,217,4,11,793
s2248,217,1,9,1079
s6897,217,2,8,940
s7034,217,4,2,930
s3849,217,2,11,1014
s7938,217,1,5,1082
s4122,217,2,2,898
s4920,217,1,8,1063
s7447,217,4,2,1254
s1630,217,2,3,1110
s1059,217,5,9,938
s1510,217,2,6,1011
s551,217,2,12,858
s4442,218,2,11,1129
s3973,218,1,6,1005
s6685,218,1,6,1059
s2304,218,3,11,1213
s5298,218,3,4,1106
s6746,218,3,11,1207
s4104,218,4,3,1151
s1508,218,5,10,772
s643,218,4,7,907
s6241,218,3,10,1126
s1323,218,4,2,781
s2844,218,3,10,1321
s215,218,3,6,1272
s686,218,5,3,929
s5574,218,3,8,1245
s7252,218,4,4,1117
s2648,218,5,11,1270
s24,219,2,1,1004
s1357,219,3,9,1189
s1056,219,1,7,1015
s4748,219,3,11,1140
s5489,219,5,11,1277
s2217,219,3,9,1235
s3382,219,2,2,881
s345,219,2,11,1138
s7259,219,4,9,1060
s6113,219,4,1,1235
s1329,219,5,8,939
s633,219,4,10,1069
s2493,219,1,7,1000
s2301,219,3,2,1306
s52,220,1,12,1082
s4303,220,5,7,1103
s4973,220,2,6,1185
s6548,220,2,9,806
s6041,220,1,3,1025
s5892,220,2,5,1028
s6579,220,3,4,1118
s3012,220,2,10,1108
s2628,220,2,3,808
s1680,220,2,9,1137
s6130,220,5,12,785
s2136,220,5,4,1096
s2990,220,5,12,1272
s2944,220,5,5,1196
s5850,220,2,12,819
s7395,221,1,9,1033
s902,221,5,11,1206
s7512,221,3,2,1106
s5431,221,4,2,1246
s6795,221,2,1,851
s6460,221,1,8,1072
s3631,221,5,7,989
s7798,221,5,7,712
s6302,221,2,6,941
s2705,221,3,12,1276
s142,221,3,11,1101
s2009,221,5,1,1259
s853,221,4,1,755
s2688,221,2,5,985
s2003,221,2,2,1176
s6998,221,3,2,1234
s5856,221,1,2,1036
s4894,221,1,1,1024
s192,221,1,12,1080
s199,221,2,9,977
s909,221,4,6,703
s1244,221,1,11,1025
s2813,221,2,5,901
s5572,222,2,9,827
s1005,222,5,3,864
s3952,222,4,11,1163
s7809,222,2,12,1153
s5135,222,1,8,1088
s1197,222,3,5,1106
s65,222,2,10,855
s2224,222,2,6,962
s7957,222,4,12,702
s4233,222,2,4,855
s1588,222,4,10,813
s6021,222,2,3,1005
s4709,222,1,4,1079
s5530,222,3,1,1246
s3066,222,5,9,937
s162,223,1,11,1059
s1924,223,1,8,1037
s4963,223,2,8,938
s7064,223,5,10,1231
s7223,223,1,12,1007
s7461,223,3,12,1353
s4793,223,3,4,1177
s2081,223,3,10,1118
s3573,223,3,7,1357
s5034,223,5,1,1266
s5357,223,3,8,1267
s3340,223,1,12,1065
s1129,224,2,5,1099
s7964,224,4,1,1253
s6911,224,4,5,926
s2053,224,3,11,1289
s6089,224,4,9,708
s5361,224,5,10,950
s2098,224,3,10,1389
s7401,224,4,9,1288
s3957,224,3,2,1212
s6370,224,5,5,787
s7220,224,5,9,1012
s1124,224,2,10,872
s4777,224,5,10,746
s211,224,1,11,1033
s4852,224,3,8,1307
s3431,224,3,9,1355
s3413,224,1,9,1078
s4100,224,3,4,1167
s3941,224,2,10,954
s1473,224,1,11,1051
s462,224,1,1,1007
s3794,225,2,6,1070
s6877,225,2,10,1168
s5138,225,3,8,1345
s2436,225,2,2,1175
s1592,225,3,5,1323
s3056,225,2,7,986
s2151,225,2,4,1174
s4979,225,1,10,1067
s3889,225,2,5,828
s3912,225,1,4,1011
s5505,225,2,11,1135
s2247,225,1,11,1021
s2000,226,1,2,1005
s289,226,2,4,1024
s2949,226,3,11,1146
s131,226,4,4,1082
s5632,226,5,2,893
s6425,226,5,12,787
s506,226,5,6,844
s937,226,2,11,906
s2678,226,1,11,1049
s7158,226,5,2,973
s2629,226,4,5,1221
s7239,226,5,8,804
s6739,226,1,7,1034
s6597,226,1,8,1026
s1055,227,5,6,985
s2449,227,1,12,1075
s5630,227,5,3,1195
s1164,227,4,6,726
s2793,227,3,8,1370
s5340,227,1,1,1016
s6962,227,3,12,1219
s4994,227,3,5,1325
s2630,227,4,7,942
s6852,227,2,8,970
s1555,227,3,7,1290
s484,227,2,9,957
s1433,227,1,8,1096
s7496,227,5,5,762
s5,228,3,4,1249
s6125,228,3,11,1400
s6488,228,2,11,1055
s3293,228,2,6,1193
s7087,228,5,9,877
s1979,228,4,10,1046
s752,228,1,3,1020
s317,228,5,5,827
s3476,228,1,2,1021
s6972,228,5,3,1270
s2892,228,5,1,979
s2719,228,1,7,1067
s7211,228,2,1,1139
s7203,228,2,1,902
s2565,228,1,4,1099
s5679,228,3,2,1256
s3267,228,1,2,1089
s102,228,4,11,1207
s772,228,5,2,776
s4200,228,2,5,923
s2581,228,3,10,1221
s4586,229,5,1,1193
s1352,229,5,3,1187
s4090,229,3,6,1377
s2928,229,5,3,1069
s1145,229,1,11,1098
s3590,229,2,4,1046
s7602,229,4,5,1088
s3593,229,1,1,1089
s7691,229,5,12,818
s2624,229,1,12,1045
s2998,229,3,10,1243
s6803,229,3,2,1295
s5119,230,1,10,1029
s4373,230,3,4,1251
s5131,230,2,6,919
s7148,230,3,2,1160
s2415,230,4,6,860
s4828,230,3,11,1280
s105,230,1,2,1075
s1409,230,4,6,1071
s2605,230,3,10,1191
s90,230,5,10,708
s5480,230,3,8,1106
s911,231,1,6,1008
s3464,231,3,7,1127
s7057,231,1,6,1030
s817,231,4,7,967
s4085,231,2,5,1138
s7861,231,5,3,1056
s543,231,5,1,1108
s940,231,5,2,1205
s4162,231,5,7,822
s7474,231,2,5,964
s7454,231,3,8,1207
s285,231,1,11,1084
s6275,231,5,8,1124
s241,231,1,8,1005
s4256,231,3,8,1365
s760,231,5,10,701
s2177,231,5,4,829
s620,232,4,4,949
s1350,232,2,6,911
s3549,232,3,8,1185
s613,232,3,7,1384
s7294,232,2,11,851
s450,232,5,3,843
s7434,232,5,8,888
s4663,232,2,6,1185
s4082,232,1,7,1023
s327,232,1,12,1005
s7097,232,2,10,804
s1096,232,2,2,991
s5170,232,4,7,777
s3854,232,2,8,856
s994,232,1,4,1052
s7348,232,4,1,790
s5485,232,2,12,888
s6616,233,5,1,1195
s1520,233,1,9,1079
s5110,233,3,11,1176
s2702,233,5,11,1139
s7984,233,3,9,1371
s7698,233,2,1,1009
s7058,233,5,3,932
s3051,233,3,11,1320
s2896,233,2,7,1070
s5601,233,2,3,1041
s5337,233,3,9,1270
s904,233,5,8,871
s5707,233,4,11,1100
s2267,234,2,2,1151
s845,234,5,6,852
s4470,234,2,3,1030
s6022,234,3,10,1362
s4131,234,4,1,1067
s7355,234,3,6,1388
s3838,234,3,8,1347
s4527,234,2,11,1022
s1971,234,3,11,1247
s6615,234,1,8,1067
s1970,234,4,3,783
s3960,235,5,1,1152
s5689,235,1,2,1001
s5610,235,2,5,1000
s540,235,5,5,728
s4572,235,5,1,839
s5665,235,3,3,1225
s1505,235,4,11,793
s2829,235,5,6,845
s2410,235,2,4,1129
s7363,235,5,8,874
s2661,235,5,4,998
s6328,235,1,12,1082
s7897,235,5,8,952
s6598,235,1,9,1047
s7257,235,1,8,1075
s6261,235,3,4,1292
s7341,235,4,8,835
s4466,236,1,4,1042
s5768,236,5,7,928
s1773,236,1,4,1039
s4370,236,3,6,1395
s1114,236,1,8,1018
s3497,236,1,2,1019
s1494,236,1,7,1025
s5710,236,4,4,815
s1780,236,1,5,1071
s4808,236,1,7,1041
s3964,236,4,9,742
s3734,236,4,10,909
s3321,236,2,11,964
s4925,236,1,12,1097
s1951,236,3,4,1254
s704,236,3,9,1116
s1734,237,4,4,1214
s7955,237,3,3,1230
s1066,237,1,8,1062
s4225,237,4,12,842
s7924,237,4,3,1000
s5402,237,1,2,1038
s7271,237,1,12,1079
s1377,237,2,6,831
s7750,237,3,8,1316
s7041,237,1,4,1037
s7146,237,2,8,926
s5662,237,4,9,926
s3741,237,2,4,979
s2326,237,3,8,1123
s5586,237,2,12,825
s4844,237,2,4,1096
s5702,237,4,12,1109
s3538,237,1,7,1061
s7672,237,5,12,1299
s5605,237,2,6,875
s88,238,1,12,1031
s7531,238,1,6,1100
s7825,238,3,10,1312
s3934,238,5,9,754
s6506,238,2,9,899
s3030,238,3,8,1107
s7074,238,5,6,994
s4146,238,3,6,1158
s1529,238,4,6,746
s5305,238,4,2,768
s4922,238,4,1,962
s2856,238,4,7,1213
s2625,238,1,12,1078
s711,238,5,6,756
s5037,238,5,12,1056
s7444,238,2,4,891
s6690,238,3,6,1167
s1229,238,1,4,1031
s5397,238,4,3,1256
s6122,238,5,7,1146
s7295,238,3,1,1365
s3537,239,5,3,1255
s4666,239,2,6,1156
s4861,239,5,11,1272
s4908,239,4,11,1035
s1165,239,2,11,931
s5416,239,1,8,1073
s7309,239,5,6,1220
s5408,239,5,12,1021
s6889,239,3,11,1137
s6369,239,5,2,1048
s5241,239,5,11,768
s632,239,1,6,1014
s3472,239,4,2,1124
s1584,239,2,1,876
s2114,239,3,6,1367
s1365,239,1,9,1034
s951,239,5,6,1129
s5451,239,2,2,1021
s3659,239,2,10,857
s2790,239,4,9,735
s5190,239,5,1,1158
s4413,239,1,6,1082
s5473,240,4,6,850
s917,240,4,5,1033
s1245,240,4,7,792
s2881,240,5,11,737
s2930,240,2,2,887
s4650,240,4,1,813
s7232,240,2,4,1167
s2408,240,5,11,1166
s4516,240,3,2,1313
s2560,240,4,4,976
s5732,240,4,12,988
s6656,240,5,5,736
s1567,240,3,7,1395
s1838,240,3,6,1183
s4696,240,2,7,1185
s35,240,1,3,1085
s7049,240,4,8,1198
s3599,240,4,6,913
s5024,241,2,9,1044
s3857,241,4,12,734
s1414,241,4,11,813
s7690,241,5,4,738
s1952,241,4,6,758
s6092,241,3,1,1339
s6606,241,1,12,1026
s2453,241,3,9,1145
s2588,241,2,7,818
s4865,241,2,12,848
s7222,241,4,5,1245
s6323,241,1,6,1074
s2801,241,3,4,1300
s6627,241,5,10,880
s996,242,2,12,901
s5802,242,2,4,922
s5307,242,5,8,1025
s2895,242,4,3,1248
s3767,242,1,12,1004
s2883,242,3,9,1369
s1080,242,2,5,1077
s6075,242,2,5,1049
s867,242,4,11,748
s1686,242,4,8,1052
s6483,242,5,5,1097
s6112,242,4,8,846
s3166,242,3,11,1150
s3975,243,5,5,910
s4241,243,1,12,1061
s1647,243,4,12,1172
s1072,243,5,6,796
s6641,243,3,5,1154
s749,243,5,7,1079
s6654,243,2,12,901
s7864,243,1,9,1097
s166,243,5,8,988
s5852,243,1,1,1060
s4498,243,4,12,966
s6250,243,3,3,1261
s3877,244,3,6,1216
s7266,244,3,2,1188
s4970,244,5,2,1187
s2028,244,2,8,986
s7319,244,5,6,1241
s6470,244,5,6,1278
s5887,244,3,11,1387
s5903,244,5,6,943
s5193,244,3,7,1301
s3632,244,2,10,993
s884,244,1,9,1068
s2221,244,3,12,1307
s5908,244,5,2,955
s25,244,2,10,979
s7397,244,2,5,1178
s5803,244,1,7,1037
s7442,244,3,6,1341
s4854,244,3,10,1292
s7186,244,3,7,1149
s2466,245,4,12,1079
s6203,245,1,5,1029
s3646,245,2,3,931
s4070,245,3,9,1161
s2747,245,2,6,1161
s7015,245,5,5,1109
s5441,245,5,6,958
s3346,245,3,6,1123
s5173,245,5,7,1010
s4478,245,2,1,852
s4673,245,5,5,984
s4440,246,10,3,1585
s5490,246,9,11,1496
s4513,246,8,6,1459
s7164,246,9,9,1281
s7523,246,10,2,1244
s4578,246,10,2,1329
s5002,246,8,4,1487
s7873,246,7,12,805
s232,246,10,4,1302
s7378,246,6,7,1019
s504,246,8,1,1297
s4461,246,10,8,1462
s2860,247,9,7,1406
s4140,247,10,3,1406
s7574,247,9,1,1426
s5192,247,7,9,818
s7384,247,9,8,1560
s4318,247,10,7,1560
s3811,247,8,8,1200
s5004,247,8,4,1477
s2422,247,6,8,1203
s2467,247,6,1,933
s2530,247,9,1,1528
s7400,247,9,5,1565
s4649,247,9,4,1279
s4661,247,8,6,1432
s6276,247,7,2,757
s6386,247,9,9,1542
s4191,247,8,4,1363
s2816,247,7,11,1027
s1881,247,6,7,1000
s7717,248,6,9,1249
s7874,248,7,2,905
s7507,248,8,2,1422
s3224,248,8,6,1344
s4533,248,7,10,946
s5676,248,9,6,1448
s3421,248,9,3,1547
s1432,248,9,12,1417
s6017,248,10,6,1234
s4595,248,6,3,859
s1607,248,6,9,980
s1038,248,8,12,1598
s5073,248,7,7,808
s4037,248,8,10,1559
s1216,248,6,7,941
s7394,249,6,4,891
s5649,249,8,10,1223
s2442,249,6,9,1214
s4283,249,7,11,1041
s5567,249,9,1,1314
s5407,249,10,9,1446
s5317,249,9,4,1341
s7562,249,8,4,1442
s6211,249,9,8,1558
s322,249,6,5,772
s7128,249,9,10,1435
s896,249,8,4,1383
s794,249,7,2,721
s4769,249,9,1,1527
s3675,249,8,9,1587
s138,249,9,5,1397
s5269,249,9,5,1297
s3461,249,9,1,1375
s132,250,7,11,703
s6605,250,9,4,1573
s5280,250,6,12,812
s2761,250,8,3,1489
s7094,250,7,1,870
s301,250,6,1,746
s40,250,9,6,1458
s2544,250,10,3,1221
s7204,250,7,11,818
s2749,250,7,9,842
s666,250,9,10,1422
s251,250,6,6,1176
s1941,250,7,9,1033
s7101,250,7,5,1013
s1608,251,10,12,1577
s6552,251,6,10,1094
s4635,251,8,6,1361
s6629,251,8,2,1586
s1779,251,8,3,1453
s315,251,9,12,1420
s1324,251,7,7,911
s3221,251,7,7,755
s5694,251,10,8,1359
s1057,251,6,10,1047
s7734,251,10,12,1235
s268,251,10,2,1300
s4058,251,8,1,1230
s5018,251,6,5,1181
s7060,251,7,5,966
s948,252,10,5,1598
s5899,252,8,2,1265
s6767,252,10,1,1287
s7685,252,6,2,1070
s4654,252,7,1,871
s7678,252,6,9,996
s437,252,6,6,870
s6742,252,10,4,1371
s1422,252,9,3,1380
s3721,252,8,2,1480
s7227,252,7,1,913
s440,252,8,10,1580
s2211,252,9,10,1332
s197,252,7,1,924
s2641,252,10,8,1428
s2261,252,10,3,1288
s1863,252,10,3,1525
s5259,252,7,9,759
s5830,253,9,9,1244
s2238,253,9,4,1385
s4299,253,7,12,979
s542,253,9,6,1304
s4993,253,7,6,916
s1191,253,9,3,1481
s5840,253,9,4,1396
s7566,253,6,10,775
s3738,253,7,10,927
s6871,253,10,6,1228
s921,253,8,10,1583
s2152,253,7,3,992
s4293,253,7,1,994
s3527,253,8,9,1236
s3456,253,9,9,1458
s3013,253,7,12,1038
s724,253,9,3,1211
s2138,254,6,3,708
s170,254,8,9,1535
s1443,254,10,6,1352
s3320,254,6,2,930
s420,254,7,9,736
s2293,254,6,9,1116
s6862,254,7,8,947
s2300,254,10,2,1227
s2820,255,7,11,789
s5152,255,6,9,1053
s7946,255,7,11,1018
s1959,255,8,11,1561
s959,255,10,9,1222
s7986,255,8,4,1434
s7082,255,10,11,1200
s2133,255,8,8,1354
s58,255,6,7,899
s2058,255,8,5,1421
s31,255,10,5,1214
s4631,255,9,1,1213
s678,255,10,5,1360
s4967,255,10,8,1413
s3928,255,6,5,870
s2595,256,7,3,1038
s5105,256,10,4,1385
s5394,256,6,4,944
s4614,256,10,5,1387
s7963,256,6,1,1013
s2216,256,7,8,838
s4934,256,7,8,994
s7236,256,10,8,1247
s4697,256,6,2,942
s2424,256,10,10,1463
s5863,256,7,5,760
s819,256,9,1,1550
s7417,256,10,10,1406
s7998,256,8,6,1526
s3516,256,10,2,1580
s2129,256,6,10,878
s5550,257,10,9,1491
s7661,257,6,6,1123
s5685,257,6,11,769
s1136,257,8,7,1385
s995,257,7,4,919
s5998,257,7,1,877
s1199,257,10,9,1572
s1655,257,8,11,1229
s972,257,8,4,1249
s6973,257,9,8,1336
s7907,257,10,1,1544
s6240,258,6,4,739
s465,258,7,7,1050
s2520,258,7,2,901
s3909,258,10,9,1310
s5383,258,6,6,961
s5988,258,8,9,1289
s4846,258,8,8,1464
s5570,258,7,10,932
s4141,258,9,10,1496
s2050,258,10,9,1469
s39,258,8,11,1445
s1794,258,7,9,1040
s610,258,8,10,1358
s3186,258,9,4,1424
s1782,259,8,1,1392
s660,259,7,1,736
s71,259,10,3,1503
s1279,259,6,1,792
s408,259,8,3,1493
s6666,259,7,8,727
s5403,259,7,10,792
s7582,259,10,4,1521
s4335,259,7,6,881
s5786,259,6,9,1034
s3025,259,7,3,808
s2845,259,6,9,953
s3544,259,8,11,1575
s4543,259,10,3,1390
s7308,259,7,5,973
s2970,259,10,5,1431
s3122,259,10,4,1314
s4350,259,10,6,1535
s3016,259,8,9,1322
s439,260,10,10,1232
s4978,260,8,11,1361
s1720,260,8,12,1205
s466,260,8,4,1301
s1839,260,7,11,945
s695,260,9,7,1591
s3786,260,8,12,1534
s2004,260,6,12,1208
s2529,260,9,12,1513
s1221,260,6,2,767
s1192,260,8,2,1449
s2859,260,9,4,1322
s6314,260,10,10,1466
s7112,260,8,5,1323
s2202,260,7,7,837
s4802,260,6,9,706
s1131,260,7,8,963
s6913,260,8,8,1447
s4628,260,7,6,1022
s5920,261,10,6,1514
s3083,261,6,3,1273
s4172,261,9,1,1230
s1967,261,10,1,1445
s4913,261,10,9,1305
s6311,261,9,9,1452
s1748,261,8,6,1240
s5793,261,10,11,1356
s3273,261,9,7,1205
s3772,261,10,10,1302
s7312,261,6,2,1240
s4607,261,8,3,1269
s6264,261,10,4,1420
s1159,261,8,4,1577
s5266,261,9,11,1540
s4591,261,8,3,1341
s6818,261,6,11,959
s4371,261,9,3,1398
s1478,261,9,9,1262
s4384,261,7,4,705
s5942,261,8,9,1548
s4244,261,10,7,1425
s3791,261,8,10,1573
s962,262,7,6,1003
s7022,262,10,12,1407
s291,262,8,9,1508
s2102,262,10,9,1569
s2487,262,8,6,1420
s4797,262,10,5,1501
s6533,262,7,4,783
s6658,262,7,6,971
s5736,262,10,4,1452
s2018,262,6,7,1198
s707,262,7,8,721
s901,262,10,6,1225
s7681,262,7,6,723
s1201,262,10,2,1551
s5304,262,7,8,983
s7039,262,8,3,1360
s2298,262,6,1,1298
s7300,262,10,11,1264
s5349,262,6,7,1110
s6891,263,9,1,1279
s4428,263,7,4,1008
s2089,263,10,1,1226
s472,263,7,7,721
s3460,263,10,2,1253
s1579,263,6,9,802
s4492,263,9,10,1535
s1556,263,9,7,1392
s6648,263,6,8,894
s1293,263,6,9,852
s3080,264,6,8,1137
s3824,264,10,8,1416
s973,264,8,7,1285
s7428,264,7,10,710
s627,264,8,6,1311
s5240,264,10,12,1282
s1230,264,8,11,1553
s5436,264,7,1,847
s1915,264,9,8,1284
s5728,264,10,3,1284
s2704,264,9,6,1364
s4539,264,10,2,1523
s1894,264,8,8,1500
s3660,264,9,6,1297
s1526,264,6,2,852
s3924,264,9,7,1534
s1063,264,10,11,1485
s1826,264,6,8,866
s457,264,9,3,1420
s1827,265,7,3,700
s5405,265,8,7,1291
s5000,265,10,12,1513
s5080,265,9,1,1272
s6009,265,6,1,1057
s1646,265,8,8,1337
s4438,266,6,7,1055
s2596,266,8,3,1403
s5352,266,6,1,1071
s4984,266,9,6,1241
s5642,266,7,12,822
s1477,266,10,10,1263
s744,266,9,10,1452
s3300,266,6,8,825
s5828,266,6,7,751
s2589,266,9,5,1320
s6244,266,9,12,1226
s7788,266,6,4,944
s1302,266,6,8,842
s6782,266,7,4,778
s3488,266,10,12,1483
s1777,266,8,3,1220
s3641,267,8,11,1577
s4518,267,9,3,1367
s5387,267,6,5,1275
s1012,267,6,10,726
s579,267,10,5,1588
s6592,267,8,9,1578
s6757,267,7,11,995
s7155,267,8,8,1261
s1963,267,6,4,1255
s4116,267,9,12,1394
s5222,267,6,3,926
s1138,267,10,1,1252
s6324,267,8,12,1390
s3096,267,10,12,1560
s4718,267,7,11,999
s6895,267,8,7,1248
s2878,267,6,12,1252
s1965,267,9,7,1342
s2501,267,7,3,898
s6357,268,10,1,1393
s4736,268,9,12,1366
s1522,268,10,10,1314
s6744,268,7,2,963
s5440,268,6,7,887
s1651,268,9,9,1318
s3585,268,9,12,1500
s3790,268,10,11,1341
s993,268,6,7,1265
s6516,268,6,9,866
s3547,268,6,1,818
s2786,268,6,12,1257
s3177,268,6,11,892
s3776,268,10,2,1437
s5985,268,8,6,1392
s7680,268,9,4,1269
s2033,268,8,2,1376
s1499,268,7,4,720
s4190,269,8,2,1379
s4083,269,7,3,845
s2939,269,9,2,1290
s5483,269,9,1,1453
s7569,269,10,11,1382
s706,269,10,9,1406
s6344,269,8,5,1298
s4621,269,10,5,1332
s677,269,7,11,708
s4775,269,8,9,1369
s6465,269,9,5,1454
s5523,269,7,8,1040
s2552,269,10,11,1366
s7762,269,8,3,1332
s2329,269,9,4,1210
s3433,269,9,4,1227
s2035,269,7,10,837
s94,269,9,2,1286
s4657,269,9,4,1460
s4226,269,9,3,1251
s11,269,7,2,929
s6383,269,10,5,1457
s3090,269,7,8,912
s1504,269,7,4,898
s4475,269,7,11,1044
s7906,269,8,4,1245
s2340,269,6,4,1122
s7261,269,7,1,840
s2409,269,7,4,860
s6403,269,9,2,1580
s5624,269,10,10,1290
s7682,270,7,9,978
s4715,270,8,1,1236
s6267,270,6,7,1090
s5687,270,6,7,1251
s5377,270,6,3,1149
s522,270,6,2,1158
s2837,270,7,9,964
s7367,270,8,1,1537
s6406,270,7,5,749
s1255,270,10,4,1272
s4601,270,8,9,1394
s2903,270,8,6,1225
s689,270,10,6,1510
s1541,270,10,6,1418
s7838,270,10,12,1323
s4639,270,10,1,1342
s4485,270,10,3,1217
s2967,271,6,7,718
s4762,271,10,4,1301
s6149,271,7,4,949
s2085,271,8,9,1275
s3176,271,9,5,1372
s1398,271,10,12,1450
s7743,271,9,9,1552
s5806,271,9,12,1589
s804,271,6,11,1017
s640,271,9,6,1201
s3880,271,8,6,1211
s7373,271,7,3,854
s6445,271,9,6,1509
s2584,271,10,6,1521
s1141,271,6,2,1052
s6491,271,8,10,1401
s5176,271,7,12,886
s5573,272,7,6,970
s6132,272,10,11,1446
s1667,272,9,11,1528
s3144,272,8,6,1484
s4234,272,7,12,771
s1711,272,7,2,914
s5716,272,6,8,968
s4114,272,9,10,1580
s6110,272,10,3,1566
s2610,272,9,7,1489
s4331,272,8,4,1292
s3729,272,7,4,711
s6952,273,7,3,712
s7235,273,7,3,701
s1616,273,10,7,1420
s4879,273,9,2,1239
s7605,273,9,12,1416
s4619,273,6,12,1097
s203,273,8,10,1505
s1842,273,9,5,1213
s3618,273,8,7,1565
s6227,273,6,5,714
s4500,273,6,1,1190
s700,274,7,8,811
s1093,274,7,11,766
s6123,274,7,11,816
s573,274,10,3,1401
s7626,274,9,5,1535
s305,274,8,1,1322
s3966,274,7,9,975
s1819,274,9,4,1457
s5465,274,7,9,909
s2662,274,6,3,1003
s6394,274,9,5,1459
s7676,274,6,11,805
s3146,274,9,3,1225
s5339,274,10,9,1531
s6804,275,8,12,1485
s5688,275,10,6,1480
s227,275,9,11,1321
s2553,275,10,2,1256
s5023,275,8,1,1267
s6628,275,8,12,1333
s2478,275,9,7,1216
s3988,275,8,1,1541
s4326,275,8,7,1334
s1196,275,7,6,920
s6099,275,8,11,1434
s7638,275,6,2,818
s2541,275,10,6,1255
s5463,275,6,2,937
s136,276,9,3,1451
s3652,276,7,5,910
s452,276,8,5,1348
s2516,276,7,5,809
s7652,276,6,4,1243
s3812,276,10,9,1420
s6984,276,6,10,1286
s2824,276,10,6,1242
s4321,276,7,10,949
s4243,276,10,6,1581
s7238,276,9,10,1529
s604,276,7,2,994
s5659,276,9,9,1432
s5426,276,8,4,1370
s974,276,10,11,1318
s3121,277,9,6,1372
s745,277,7,8,955
s2887,277,8,9,1483
s1620,277,10,7,1313
s7343,277,6,9,860
s6091,277,9,2,1371
s213,277,7,12,1039
s5360,277,10,12,1443
s1973,277,9,3,1395
s5714,277,7,9,702
s1427,277,8,3,1311
s568,277,8,8,1209
s6723,277,8,8,1460
s2285,277,9,11,1401
s7703,277,10,6,1492
s5100,277,7,8,768
s3930,278,7,11,957
s7859,278,10,5,1290
s2700,278,6,8,1036
s805,278,8,8,1243
s3552,278,6,9,770
s1831,278,7,10,1005
s7849,278,8,8,1498
s1262,278,8,11,1391
s6367,278,7,11,952
s5174,278,10,3,1310
s1086,278,6,4,1170
s7811,278,8,3,1422
s3480,278,9,8,1463
s3280,278,7,2,958
s2620,278,8,4,1587
s6951,278,7,2,707
s7765,278,9,1,1334
s1466,278,7,5,947
s6912,278,8,12,1436
